index,sentence,year,label,orig_index
430,"Indeed, the proposed reduction in the nominal federal funds rate would about offset the apparent increase in the real federal funds rate stemming from a recent decline in inflation.",2016,0,413
557,"Monetary Policy With that outlook in mind, let me turn to monetary policy.",2021,2,539
225,"So, there has been impact through lower interest rates, but I think more broadly is the indirect effects.",2014,0,220
55,"And, as I went into detail in Jackson Hole and won’t repeat all of that there, there are other ways in which we see underutilization—high levels that have come down only very marginally of part-time employment for economic—or involuntary part-time employment, perhaps some remaining shortfall of labor force participation as a result of cyclical factors.",2015,2,54
594,"No matter the near-term path of reducing accommodation, the FOMC must respond decisively to the data so as to maintain our credibility that we will bring down inflation.",1999,1,575
37,"Additionally, by depressing perceived rates of return abroad, the weakness in foreign demand explains a considerable portion of the run-up in the dollar, as shown in figure 4.",2001,0,36
133,"Because long-term interest rates can remain low only in a stable macroeconomic environment, these goals are often referred to as the dual mandate",2007,2,131
367,"In the context of this discussion, many participants commented that their view of potential output growth was somewhat more optimistic than that of the staff.",1996,1,352
83,But it’s not easy to get a clear read on the implications of asset prices for the overall outlook.,2020,2,80
30,A widespread view that the Federal Reserve would take whatever steps were needed to hold down inflation over time probably had contributed to the persistence of subdued long-run inflation expectations during an extended period when rapidly rising demand was pressing on limited supply resources.,2022,2,30
507,survey-based measures of longer-term inflation expectations had changed little on balance.,2020,2,486
245,"However, as had been the case for many years, the members remained concerned that forecasts of money growth were still subject to a wide range of error in terms of the anticipated relationships between money growth and aggregate economic performance.",1998,2,236
967,"The several extensions of emergency unemployment insurance benefits appeared to have raised the measured unemployment rate, relative to levels recorded in past downturns, by encouraging some who have lost their jobs to remain in the labor force.",1997,0,913
876,"This conclusion is buttressed by recent sizable increases estimated for labor productivity for the manufacturing sector, derived from a data system that, for the most part, is independent of the national accounts.",2003,2,849
825,"Survey measures of expected future inflation were fairly stable,",1999,2,779
168,"Looking ahead, FOMC participants project the unemployment rate to continue to decline; the median projection is 5 percent at the end of next year and moves below 4 percent by 2023.",2012,2,163
15,"And as I mentioned, I think at the last press conference, estimates by the—by members of the Committee have moved down by a full percentage point since maybe 2012 as we’ve learned—as unemployment has dropped and inflation hasn’t really reacted.",2013,2,15
1124,"With the risks to the forecast for economic activity tilted to the downside, the risks to the inflation projection were also viewed as having a downward skew.",2003,0,1062
769,Several participants reported that business contacts had expressed growing concerns about the increase in their input costs and that there were signs that an increasing number of firms were seeking to pass on these higher costs to their customers in the form of higher prices.,2014,1,727
264,"There’s a lot more demand for risk sharing, for liquidity services, and so on.",2015,2,259
236,"Housing activity showed signs of dropping off from peak levels during the latter part of the summer, but the decline in mortgage rates this fall produced an upturn in several indicators of demand for single-family housing, including a rebound in a survey index of homebuying conditions.",2020,2,227
277,"We also said we wouldn’t raise rates just in response to very low unemployment, in the absence of inflation.",2020,0,271
427,"Indeed, some expressed the concern that, with the persistence of considerable resource slack, inflation might run below mandate-consistent levels for some time.",2016,0,410
888,"This lack of congressional momentum could be interpreted as lack of congressional support for inflation targeting, or it could merely reflect a more neutral absence of strong opinions.",2020,2,861
25,"And no, we’re not—we, we have not at all changed our view, and I haven’t changed my view that inflation running above 2 percent, moderately above 2 percent, is a desirable thing.",2011,0,25
753,"The Survey of Market Participants conducted by the Federal Reserve Bank of New York indicates a shift in expectations following the release of the new monetary policy framework.17 The median expected rate of unemployment at the time of liftoff moved down from 4.5 percent in the July survey, before the release of the framework, to 4.0 percent in the September and subsequent surveys, following the release of the new framework.",2006,2,731
544,"Members generally agreed that, in light of some weaker-than-expected readings on measures of labor market conditions and in the absence of greater confidence about the inflation outlook, it would be prudent to wait for additional information bearing on the medium-term outlook before initiating the process of policy normalization.",1997,2,515
357,"I look forward, as always, to my conversation with Ellen Zentner, but first, please allow me to offer a few remarks on the economic outlook, Federal Reserve monetary policy, and our new monetary policy framework.",2022,2,348
183,"Discussion of Communications Regarding Economic Projections As a follow-up to the FOMC's discussion in October about providing more information on the Committee's collective judgment regarding the economic outlook and appropriate monetary policy, the staff presented several options for enhancing the Summary of Economic Projections (SEP).",2016,2,176
537,"Members also agreed that their evaluation of progress on their objectives would take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.",1998,2,508
1056,"Those few members who expressed a preference for easing at this meeting believed that, with unit labor costs and inflation expectations contained, enough evidence of further weakness already existed to warrant an immediate action.",2000,0,996
246,"However, asset purchases are not on a preset course, and the Committee's decisions about their pace will remain contingent on the Committee's outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases.",1998,2,237
388,"In their comments about the external sector of the economy, members referred to indications of strengthening economic activity abroad that in conjunction with a weaker dollar was fostering some improvement in exports.",2014,2,372
277,"For example, changes in U.S. short-term interest rates seem to exert a substantial influence on euro area bond yields (Ehrmann, Fratzscher, and Rigobon, 2005",2004,2,272
971,"The slower growth of final spending resulted in inventory overhangs in a number of industries, most notably those related to the motor vehicle sector.",2000,2,917
430,"In particular, Do all equity price movements--whether related to fundamentals or not--have the same effect on investment spending?",2006,2,417
755,Several members reiterated that business spending was the critical factor that would govern to a substantial degree the timing and extent of the acceleration in overall economic activity.,2010,2,715
1079,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent. """,2009,1,1019
203,"So on the first, the Committee’s forecasts and those of most outside forecasters do show growth running below its longer-run potential this year and next year.",2019,0,198
604,"Nonetheless, considerable uncertainty surrounded expectations of rising inflation.",2014,2,573
57,"And, in particular, I do personally believe that the slowdown is at least partly temporary, and that we’ll see greater growth going forward.",2011,0,56
992,"While a constant rate of money growth will not always be optimal, if money demand is sufficiently stable, and not particularly interest sensitive, it will pin down inflation in the long run and help smooth the business cycle in the short run.",1999,0,963
87,"But that has not—what, what happens is that when wages move up because unemployment is low, companies have been absorbing that increase into their margins rather than raising prices.",2020,2,84
28,"A surge in nonfarm business inventory investment accounted for a substantial portion of the acceleration in output in the first quarter, and an anticipated moderation in the accumulation of inventories was an important element in forecasts of greatly reduced economic growth in the current quarter.",2003,0,28
352,"In response to evidence of a slowdown in economic activity and a rapid waning of inflationary pressures, central banks around the world eased policy sharply.",1997,0,337
923,"To date, the spillover from the surge in oil prices has been modest.",2021,1,895
811,Staff Economic Outlook The projection for U. S. economic activity prepared by the staff for the April–May FOMC meeting was revised up on net.,2001,1,766
746,Risk sentiment abroad fluctuated over the intermeeting period as market participants weighed increasing coronavirus cases in a number of countries against improving economic data releases and ongoing fiscal and monetary policy support.,2010,2,706
266,"However, participants remarked that the actual rise in inflation was larger than anticipated, with the 12-month change in the PCE price index reaching 3.",2000,1,257
1,"1 The longer-run projections represent each participant's assessment of the rate to which each variable would be expected to converge, over time, under appropriate monetary policy and in the absence of further shocks to the economy.",2011,2,1
673,"Participants discussed the open market operations that the Federal Reserve had undertaken since September to implement monetary policy, as well as forthcoming operational measures.",1998,2,638
171,"Monetary policy, maximum employment, stable prices—it’s less obvious to me.",2014,2,166
955,the effect of prior changes in the foreign exchange value of the dollar on core consumer prices had apparently been limited.,2011,2,902
814,"The release this year and last of mortgage price data gathered under the Home Mortgage Disclosure Act (HMDA) has highlighted a different, but potentially related, concern about access to credit on equal terms.",2007,2,791
852,The Committee then turned to a discussion of the economic and financial outlook and the implementation of monetary policy over the intermeeting period ahead.,2009,2,803
155,"It isn’t really just targeting the headline numbers, but it’s about taking all of those things into account in your thinking about what constitutes maximum employment.",2021,2,150
565,"More recent data are not available, but I suspect that trend has continued since 1992 as the strong performance of the economy, coupled with generally ample availability of credit, has created an environment conducive to the birth and growth of innovative enterprises of all ownership types.",1997,2,547
218,"During most of the recent episode, monetary policy broadly followed the Taylor Rule prescription, while holding the nominal federal funds rate about unchanged.",2017,2,215
404,"In addition, some of the correlation may reflect the effect of the response of monetary policy to exchange rate developments.",2000,2,392
819,"Subsequently, investors revised down the expected policy path after the June employment report and the Chairman's semiannual monetary policy testimony.",2002,0,774
894,The effects of reduced monetary and fiscal policy stimulus were expected to be counterbalanced by continued low long-term interest rates and an abatement of energy-related headwinds.,2009,2,845
502,"Information on the price expectations of businesses--who are, after all, the price setters in the first instance--as well as information on nominal wage expectations is particularly scarce.",1998,2,486
249,"Financial markets seem to think the sameâ€”5-year breakeven inflation expectations are around 2.5 percent, and 5-year, 5-year-forward measures are around 2 percent, when adjusted for the difference between CPI (consumer price index) and PCE (personal consumption expenditures) inflation rates.6 Hence, markets do not believe the current factors pushing up inflation will last for long.",2005,2,244
739,"The Fed is not authorized to grant money to particular beneficiaries, to meet the payroll expenses of small businesses, or to underwrite the unemployment benefits of displaced workers.",2003,2,717
868,"These interest rate changes also have effects on asset prices, and thereby on household wealth, as well as on the exchange value of the dollar and, thereby, on net exports and core import prices.7 However, relative to balance sheet policies, the influence of the short-term rate is far better understood and extensively tested: There have been several decades and many business cycles over which to measure and analyze how the federal funds rate affects financial markets and real activity.",2001,2,841
249,"However, energy prices were expected to level out, and rents, while difficult to forecast, were viewed by some participants as likely to decelerate in coming quarters.",2007,0,240
238,The Committee will continue to pay close attention to the evolution of inflation and inflation expectations.,2016,2,233
460,"In the real world, there are two reasons why central bankers still prize credibility, even if it cannot be shown to reduce the costs of disinflation.",2021,0,446
206,"For 1997 the Committee agreed on a tentative basis to set the same ranges as in 1996 for growth of the monetary aggregages and debt, measured from the fourth quarter of 1996 to the fourth quarter of 1997.",2002,2,197
408,"In these circumstances, any tendency for price pressures to mount was likely to emerge only gradually and to be reversible through a relatively limited policy adjustment.",2022,1,392
703,Participants' concerns about inflation prospects generally had increased over the intermeeting period.,1999,1,668
10,"A few members observed that, in their judgment, current and prospective economic conditions--including elevated unemployment and inflation at or below the Committee's objective--could warrant the initiation of additional securities purchases before long.",1996,0,10
902,This was a somewhat sharper effect than was anticipated at the beginning of the year and accounts for a small part of the forecast error on inflation.,2004,2,875
724,"That is, it was thought that by accepting a modest increase in the inflation rate, policy could achieve a permanently lower rate of unemployment.",2002,0,702
379,"If this high-pressure management inadvertently carried the economy beyond its productive potential, some cost in terms of inflation could be expected,",2019,2,368
10,And I fully expect it will return to solid growth and a solid labor market as well.,2019,2,10
261,"First, with more complete information available, markets will price financial assets more efficiently.",1999,2,256
217,"So you have seen a shift this time in most participants’ assessments of the appropriate path for policy, and, as I tried to indicate, I think that largely reflects a somewhat slower projected path for global growth—for growth in the global economy outside the United States—and for some tightening in credit conditions in the form of an increase in spreads.",2019,0,212
485,"Indeed, stock prices did not collapse in 1929 but only began to plummet when the depth of the general economic decline became apparent.",2005,0,469
933,"To the extent that the combination of a low neutral rate, a flat Phillips curve, and low underlying inflation may lead financial imbalances to become more tightly linked to the business cycle, it is important to use tools other than monetary policy to temper the financial cycle.",2007,2,904
596,"Near-term risks to the economic outlook appear roughly balanced, but the Committee is monitoring inflation developments closely.",2006,2,566
155,"But if the economy instead began to overheat, threatening to push inflation to an undesirably high level, the FOMC would have ample scope to respond through tighter monetary policy.",2000,1,153
316,"You know, it’s interest rates, it’s risk spreads, it’s currency, it’s the stock market, it’s credit availability, it’s many, many factors.",2019,2,309
553,"Monthly increases in nonfarm payroll employment averaged nearly 180, 000 over the three months ending in November, in line with the average pace of job creation over the past year.",1997,2,524
150,"Inflation pressures remain muted, and indicators of longer-term inflation expectations are at the lower end of their historic ranges.",2018,0,145
127,Business contacts in a few Districts reported that they had begun to have some more ability to raise prices to cover higher input costs.,1999,1,124
115,"At the same time, recent research on the science of monetary policy (as well as the analysis of several historical episodes) has underscored the pitfalls that can result from maintaining a zero or negative inflation rate over time.",2022,0,114
353,"In several Districts, reports from business contacts or evidence from surveys pointed to some difficulty in finding qualified workers; in some cases, labor shortages were making it hard to fill customer demand or expand business.",1997,2,338
338,"However, given the good pace of economic expansion since then, it would stretch credulity to believe that capacity growth has accelerated at a sufficient pace to produce a large degree of slack at this moment.",2005,1,329
536,Members agreed to continue to monitor inflation developments closely.,1998,2,507
341,"However, in the past two decades, what constitutes money has been obscured by the introduction of technologies that have facilitated the proliferation of financial products and have altered the empirical relationship between economic activity and what we define as money, and in doing so has inhibited the keying of monetary policy to the control of the measured money stock.1 Another example of ongoing structural change relates to innovations in mortgage finance.",2005,2,332
733,"The Chairman testifies frequently before the Congress, with the one-year record being twenty-five appearances in 1995, although only seven were directly about monetary policy.",2005,2,711
634,"On the foreign trade side of the economy, an anticipated firming of economic conditions abroad would provide impetus to real net exports, At the same time, however, imports were expected to rise appreciably in response to the expansion of domestic economic activity and the appreciation of the dollar, and on balance the external sector probably would not be boosting real GDP.",2001,0,601
106,"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the System Account in accordance with the following domestic policy directive: The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.",1999,1,103
64,"An understanding of a likely long-run level of the equilibrium real rate is useful, even though the level is not directly observable, because it provides a general sense of the level that would, over that longer period, allow aggregate supply and demand to move into balance, given the evaluation of secular forces such as productivity and population growth.",2004,2,63
156,It isn’t the kind of inflation that’s spread broadly across the economy.,2021,1,151
627,"On a 12-month basis, both overall inflation and core inflation, which excludes changes in food and energy prices, had remained near 2 percent.",2010,2,594
737,"The European Central Bank (ECB) began operating on June 1, 1998, and assumed responsibility for monetary policy in the euro area on January 1, 1999.",2003,2,715
5,"(4) Are there other ways, besides possible influences on inflation and interest rates, in which globalization may have affected the transmission mechanism of monetary policy?",1999,2,5
1022,"These indicators suggested that the financial system was fairly resilient, as did the absence of a significant increase in funding stresses or margin calls earlier this year when prices of risky assets fell and volatility rose sharply.",2020,2,964
194,"Conclusion In conclusion, let us not forget that the declines in inflation over the past two decades and the resulting boost to monetary credibility we currently enjoy were earned with some economic pain, as the pace of economic activity was slowed, at times severely, to bring inflation down.",2008,1,192
11,"And I really don’t have much for you other than to say that they will be data dependent—that, over time, the stance of policy will be adjusted to try to keep the economy on a track where we see continuing progress toward achieving our goals of maximum employment and price stability.",2019,1,11
91,"As yields on inflation-indexed Treasury securities rose roughly in line with their nominal counterparts, longer-term inflation compensation remained about unchanged.",2013,2,89
297,"For many years, forecasters could assume a modest, but stable, trend productivity growth rate and fairly predictable growth in the labor force.",2020,2,289
103,"As students of economics, you may already know that the Federal Reserve conducts monetary policy to support a strong and stable economy in the United States.",2022,2,102
1,"Admittedly, some of the wage increases is being eaten away by inflation.",2019,1,1
100,"By the way, we’re also not at maximum employment, as I mentioned.",2017,0,96
417,"In each case, my own preferred approach is to take the other variable into account in performing our main job of dealing with inflation and unemployment",2022,2,405
669,Participants commented that an increase in inflation from recent rates could have especially adverse effects on longer-run economic performance.,2003,1,634
414,"In this regard the risks of rising inflation could not be dismissed, and",2010,1,397
326,Higher and more stable growth combined with better ability to undertake long-term plans can help to improve the fiscal outlook for a country.,1999,0,317
614,such developments underlined persisting uncertainties about behavior in labor markets and the level and growth of the economy's sustainable potential.,2021,2,582
83,"also, continued solid economic growth abroad was expected to boost the growth of U. S. exports for some period ahead.",2015,0,83
932,"The members recognized that a typical recovery-period surge in consumer spending was unlikely inasmuch as expenditures had registered solid growth through the economic downturn, implying an absence of significant pent-up demands.",2012,0,881
624,Nonfarm payroll employment rose substantially further in October.,2010,1,592
53,"Although the economy has indeed strengthened over the past few quarters, job growth has been anemic and considerable slack persists in labor markets.",2004,0,52
95,"But, first, on inflation expectations, it is true that the breakevens from the inflation-adjusted—inflation-indexed bonds have come down.",2022,0,91
154,"Consumer price inflation remained subdued in November, with both the overall index and the index excluding food and energy items rising at the same relatively low rates as in October.",2012,0,151
264,"Fischer, Sahay, and Vegh (2002) present evidence of a strong correlation between fiscal deficits and money creation in high-inflation economies.",1996,2,259
958,"Waiting too long to begin moving toward the neutral rate could risk a nasty surprise down the road--either too much inflation, financial instability, or both.",2019,1,929
252,"However, household spending had been relatively robust during the cyclical downturn and likely had only limited room for a pickup over coming quarters, and intense competitive pressures could well constrain profits, investment, and equity prices.",2007,2,243
795,Some participants noted that communications about the appropriate path of policy would be a focus of market participants in the current environment and commented that it would be important to emphasize that the Committee's reaction function or commitment to its monetary policy framework had not changed.,2009,2,752
813,"Staff Review of the Financial Situation The decision by the FOMC to keep the target range for the federal funds rate unchanged at the December meeting and its retention of the ""extended period"" language in the statement were widely anticipated by market participants and elicited little price response.",2001,2,768
290,"If the outlook for the labor market does not improve substantially, the Committee will continue its purchases of agency mortgage-backed securities, undertake additional asset purchases, and employ its other policy tools as appropriate until such improvement is achieved in a context of price stability.",2015,0,278
13,"A currency board and dollarization are tighter versions of a fixed exchange rate regime--that is, fixed exchange rate systems from which it is progressively more costly to exit.",1997,2,13
672,"Rather, it is that the underlying sources of productivity growth are very complex.",2005,0,651
658,"Overall inflation was projected to remain subdued, with the staff's forecasts for headline and core inflation little changed from the previous projection.",2012,0,624
296,wholesale prices edged up in March relative to their level of a year earlier and posted the first increase on a twelve-month basis since July 2000.,2006,1,282
41,"And those don’t—those, frankly, don’t carry significant implications in the long run for the—for inflation or for the American economy.",2017,2,41
212,"So those who can get credit, together with the low prices of houses, are at—able to buy much more house than they could have a few years ago.",2021,0,207
476,"Indeed, few long-term inflation forecasts in any country currently exceed 5 percent,",2006,2,461
197,Conclusion: The Challenge Facing Monetary Policy This analysis suggests that monetary policy does face a challenge--rebalancing aggregate supply and demand to contain the risk of higher inflation.,2007,1,195
758,"Several other participants, however, noted that increases in excess reserves or the monetary base, by themselves, might not have a significant stimulative effect on the economy or prices because the normal bank intermediation mechanism appeared to be impaired, and banks may not be willing to lend their excess reserves.",2010,2,717
224,"So, if we maintain a highly accommodative monetary policy for a very long time from here and the economy performs as we expect—namely, it’s strong and the risks that are out there don’t materialize—my concern will be that we will have much more tightening in labor markets than you see in these projections.",2019,0,219
59,"Although real growth was likely to be moderate in coming quarters, in his view it was unlikely to be slow enough to bring core inflation down.",2000,1,59
422,"In fact, the low funds rate has been necessary to promote growth that, to date, has been just sufficient to begin reducing substantial margins of slack in resource utilization.",1999,0,409
624,One involves the so-called zero bound on nominal interest rates; the other involves labor markets.,2020,2,604
919,"The lagged effects of the earlier rise in the foreign exchange value of the dollar were expected to place continuing, though diminishing, restraint on the demand for U. S. exports for some period ahead and to lead to further substitution of imports for domestic products.",2008,0,869
279,"For example, core CPI (consumer price inflation) prices fell 0.4 percent in April, the largest monthly decrease since the beginning of the series in 1957.",2004,0,273
376,If the prices are wrong -- built on the base on an incorrect view of the economy or Federal Reserve intentions -- we will prove them wrong and provide an anchor for the market to adjust to.,2006,2,366
870,They would account for the effects of higher energy prices on the real disposable income and spending demands of the household sector.,2021,1,843
1039,"moreover, slow growth left the recovery more vulnerable to negative shocks.",1996,0,980
1005,The unemployment rate ticked down to 5.,2003,1,948
773,Significant cost cutting by firms was thought to have led to a sizable increase in productivity growth in the first half of the year,2003,0,731
108,"At the same time, business firms generally were not raising their prices sufficiently to compensate for faster increases in their labor costs, to the extent that the latter were occurring, evidently because of the persistence of intense competition in most markets.",2021,1,105
104,"Everyone, particularly people on fixed incomes, and at the lower part of the income distribution are better off with stable prices.",2021,2,100
369,"If a range is selected, questions will arise about the differing implications of movements of inflation inside the range and outside the range and, in the absence of explicitly identifying the mid-point as the target, about where within the range policymakers would prefer inflation to gravitate.",2001,2,359
161,"But overly optimistic expectations for long-run earnings growth were not being driven by easy money, and I see no reason to believe that an extra 50 or even 100 basis points on the funds rate would have had much of a damping effect on investor beliefs in the potential profitability of emerging technologies.",1998,1,159
165,I’m old enough to remember what very high inflation was like.,2012,2,160
74,An easing of supply constraints was expected to support continued gains in economic activity and employment as well as a reduction in inflation.,2017,2,74
78,Another factor viewed as likely to exert a moderating effect on the growth of economic activity was the expectation of some slowing in inventory investment.,2002,2,78
308,"In agriculture, depressed levels of crop prices and weak global demand continued to weaken farm income.",2017,0,293
983,What policy options exist to deal with the U.S. current account deficit?,2007,1,954
849,"The Committee expects that, with further gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace in the medium term and labor market conditions will remain strong.",2009,1,800
168,Core measures of price inflation had moved up over recent quarters and particularly so over the last few months.,2000,1,163
155,Consumer price inflation was being held down by weaker demand and significantly lower oil prices.,2012,0,152
920,"To be sure, our main tool, monetary policy, is a blunt instrument that cannot be targeted at individual industries or regions.",2022,2,892
599,"Not surprisingly, the projected path of above-trend GDP growth in 2021 and 2022 translates into rapid declines in the projected path for the unemployment rate, which is projected to fall to 3.8 percent by the end of 2022 and 3.5 percent by the end of 2023.",2003,1,580
93,"As a result, deregulation, globalization, and innovation have made it easier for citizens to move their wealth out of nominal assets in their local currency and thereby avoid any inflation tax should their government show signs that it might resort to inflationary tactics to finance spending.6 At the same time, the publicâ€™s understanding of the costs of inflation has increased, in part because of experiences of high inflation in many countries in the 1980s.",2004,2,92
23,"A number of commodity price indexes have indeed risen sharply over the past couple of years, including a large jump in the past several months.",2004,2,22
171,"Credit conditions in the commercial real estate (CRE) sector continued to ease, and growth in CRE loans at banks stayed solid.",2016,1,165
117,"At these low rates, the central bank is poorly positioned to respond to further negative demand shocks.",2022,1,116
604,"November 19, 2021 Perspectives on Global Monetary Policy Coordination, Cooperation, and Correlation Vice Chair Richard H. Clarida At the ""Macroeconomic Policy and Global Economic Recovery"" 2021 Asia Economic Policy Conference, sponsored by the Federal Reserve Bank of San Francisco Center for Pacific Basin Studies, San Francisco, California (via webcast) Share Watch Live In my remarks today, I would like to offer some perspectives on global monetary policy correlation and what it canâ€”and cannotâ€”reveal about the prevalence and value of global monetary policy coordination or, in the limit, binding global monetary cooperation.1 In both the Global Financial Crisis (GFC) and the Global Pandemic Collapse (GPC), major central banks around the world responded by cutting policy rates to, and then keeping them at, their effective lower bounds (ELBs); by increasing their balance sheets through ambitious and expansive large-scale asset purchase and lending programs; and by offering forward guidanceâ€”both Delphic and Odysseanâ€”on the stance of their future monetary policies.2 As these examples make clear, we certainly do observe that national monetary policies are often correlated, and such examples are not confined to recent experience.",2005,0,585
118,"I mean certain parts of South Carolina have developed pretty strongly but the part where I come from—mostly agricultural, it has a little bit of manufacturing—has a very high unemployment rate, a high foreclosure rate, and people are having a hard time there.",2019,0,113
91,"As a policymaker, I'd like to think that well-executed monetary and fiscal policies--each focused importantly on their respective long-run goals--played some role in creating economic conditions that fostered noninflationary economic growth.",2004,2,90
34,"Accordingly, much stronger growth in such investment could occur, with concomitant effects on incomes and the growth of overall spending.",2022,1,34
407,"In addition, though the unemployment rate has fallen since the middle of 2003, the participation rate currently remains near the low point reached in the first half of 2004.",2019,1,395
1004,The unemployment rate fell to 5.,2003,1,947
643,"Over time, spot prices are inexorably drawn back to the long-term equilibrium price, as the balance between underlying supply and demand is restored.",1997,2,622
462,"In the textbook world of Mundell-Fleming, unanticipated monetary ease leads to lower interest rates, a drop in the home currency's value, and a stimulus to net exports.",2020,0,448
936,"To this end, the new statement conveys the Committee's judgment that, in order to anchor expectations at the 2 percent level consistent with price stability, it ""seeks to achieve inflation that averages 2 percent over time,"" andâ€”in the same sentenceâ€”that therefore ""following periods when inflation has been running persistently below 2 percent, appropriate monetary policy will likely aim to achieve inflation moderately above 2 percent for some time.""",2007,0,907
948,"The possibility that longer-term inflation expectations may have edged down was roughly counterbalanced by the risks that somewhat firmer inflation this year could be more persistent than expected, particularly in an economy that was projected to continue operating above its long-run potential.",2012,1,896
295,"In Japan, consumer prices were about unchanged,",2006,2,282
221,"Given the substantial uncertainty still attached to projections of money growth consistent with the Committee's basic objectives for monetary policy, the members agreed that there was no firm basis for changing the tentative ranges set in July 1996.",2010,2,212
373,"In the household sector, mortgage debt increased at its lowest pace since the late 1990s, reflecting the continued deceleration in house prices.",2010,0,358
549,Microeconomic studies provide corroborating information to the macroeconomic evidence of a post-1995 acceleration in productivity growth.,2017,0,531
244,"The U.S. economy is in a good place, and we will continue to use our monetary policy tools to help keep it there.",2020,1,239
126,"I would note, by the way, that at the current moment, it doesn’t really matter whether we have one mandate or two, because we’re below our inflation target and we—unemployment is above where we’d like it to be.",2016,0,121
1119,"With the Committee in the process of reviewing its monetary policy strategies and communication, and no additional accommodation being provided at this meeting, a few members indicated that they could support the Committee's decision even though they had not favored recent policy actions.",2007,2,1057
804,Some survey measures of inflation expectations declined during the period.,2017,0,759
986,"The staff raised slightly its projection for inflation during the second half of this year, as the upward pressure on consumer prices from earlier increases in import and commodity prices was expected to persist a little longer than previously anticipated.",1997,1,930
567,"Moreover, many members saw some risk that an easing move at this point might trigger a strong further advance in stock market prices that would not be justified on the basis of likely future earnings and could therefore lead to a relatively sharp and disruptive market adjustment later.",2019,2,538
706,"Partly because of high demand for Treasury securities, the overnight repo rate for Treasury general collateral was near zero for much of the period, and failures to deliver Treasury securities reached record highs.",2001,0,671
779,The effects of the saving outflow may thus have been felt disproportionately on U.S. interest rates and the dollar.,2005,0,756
403,"In addition, coming to grips now with the outsized projected growth in entitlement spending in the early years of the next century could have a profound effect on current expectations of stability.",2000,1,391
602,"Nevertheless, the staff continued to forecast that real GDP growth would pick up only gradually in 2012 and 2013, supported by accommodative monetary policy, easing credit conditions, and improvements in consumer and business sentiment.",2014,0,571
31,"And so what that means is the Federal Reserve cannot add monetary accommodation by cutting short-term interest rates, the usual approach.",2020,2,31
206,"So that’s the kind of thinking we’ll be doing, and, again, we’re looking—ultimately, we’re not going to declare victory until we see a series of these, really see convincing evidence, compelling evidence, that inflation is coming down.",2013,1,201
58,"Although we cannot ascertain the precise rates of resource utilization that the economy can sustain, we can have little doubt that, after three years of above-trend growth, slack has been substantially reduced.",1997,1,57
959,We all saw the remarkable price increases and shortages in the used car market.,2019,1,930
548,"Members referred, however, to a number of favorable factors that should continue to support at least moderate further growth in business investment, including the attractive pricing of and ongoing rapid technological improvements in computer and communications equipment and the wide availability of equity and debt financing on favorable terms to business firms.",1997,2,519
196,"So in terms of financial markets and monetary policy, we—as we say in our statement every cycle, we do take financial conditions into consideration because financial—broader financial conditions do affect the broader economy, and they’re one of the many things that we take into account.",2016,2,191
291,"If the recent slower rate of price declines on high-tech products implied a softer underlying pace of technological change, both the outlook for investment demand and the prospects for persisting high trend growth in productivity could be damped relative to previous expectations.",2015,2,279
523,Measures of forward inflation compensation based on Treasury Inflation-Protected Securities and inflation swaps fell further.,2006,0,495
183,"Case studies of individual industries show that, in some cases, the planning for technological modernization has not always been adequate, with the result that some purchases of high-tech equipment and software have not added much to productivity or profits.",1997,2,181
130,"Because inflation expectations are now more firmly tied down, surges and declines in energy prices do not significantly affect core inflation and thus do not force a policy response to inflation to the extent they did three decades ago.",2003,0,129
329,"In dissenting, Mr. Meyer noted that although the money growth ranges do not play an important role in the conduct of monetary policy today, Congress has mandated that the FOMC set and report ranges for money and credit growth.",2001,2,314
709,President George dissented because she believed that an unchanged setting of policy was appropriate based on the incoming data and the outlook for economic activity over the medium term.,2001,2,674
775,"Signs of an actual change in inflation were still quite tentative and anecdotal, and they did not warrant an adjustment to policy at this meeting.",2003,2,732
161,It would consist of inflation plus—plus productivity growth.,2020,2,156
991,"The staff viewed the uncertainty around its December projections for real GDP growth, the unemployment rate, and inflation as similar to the average of the past 20 years.",1997,2,934
440,"In response to the resulting high inflation, the Fed was obliged to raise interest rates, and the economy weakened.",2005,1,427
50,"Although not without some serious shortcomings, the published productivity data provide little encouragement to the view that there has been a significant improvement in underlying productivity growth.",2006,0,49
666,Participants anticipated that inflation would continue to gradually rise as resource utilization tightened further and as wage pressures became more apparent,2003,1,632
865,"These forecasts and forward guidance had a significant effect on raising market interest rates, even though we did nothing with our primary policy tool, the federal funds rate, in December 2021.",2001,1,838
837,"we project that, under appropriate monetary policy, inflation will rise gradually to our symmetric 2 percent objective.",1999,0,813
